Company:,AeroCab Services,,,,,,
Date:,,,,,,,
,,,,,,,
,,,,,,,
Ride ID,OriginArea,BookingTime,Total (hh:mm:ss),Traffic Period,Confirmed,Confirmation Time,Ride Start Time
RD21361,International Terminal,10:45 AM,00:03:00,Non-Peak Time,Yes,9,1
RD21362,International Terminal,1:27 AM,00:05:00,Non-Peak Time,Yes,7,2
RD21363,International Terminal,7:56 PM,00:02:00,Non-Peak Time,No,7,0
RD21364,International Terminal,6:52 PM,00:15:00,Peak Time,No,15,0
RD21365,International Terminal,3:03 AM,00:05:00,Peak Time,Yes,7,1
RD21366,International Terminal,10:43 AM,00:02:00,Non-Peak Time,No,6,0
RD21367,International Terminal,8:38 PM,00:04:00,Non-Peak Time,Yes,8,2
RD21368,International Terminal,12:20 AM,00:04:00,Non-Peak Time,Yes,6,2
RD21369,International Terminal,1:15 PM,00:03:00,Non-Peak Time,Yes,6,1
RD21370,International Terminal,12:41 PM,00:04:00,Non-Peak Time,No,6,0
RD21371,International Terminal,12:11 PM,00:02:00,Non-Peak Time,No,9,0
RD21372,International Terminal,11:13 AM,00:02:00,Non-Peak Time,Yes,8,1
RD21373,International Terminal,12:17 PM,00:02:00,Non-Peak Time,No,5,0
RD21374,International Terminal,12:18 PM,00:03:00,Non-Peak Time,Yes,9,2
RD21375,International Terminal,12:23 AM,00:04:00,Non-Peak Time,Yes,5,2
RD21376,International Terminal,12:41 PM,00:05:00,Non-Peak Time,Yes,5,2
RD21377,International Terminal,8:21 PM,00:04:00,Non-Peak Time,Yes,6,2
RD21378,International Terminal,1:22 PM,00:02:00,Non-Peak Time,No,7,0
RD21379,International Terminal,11:25 AM,00:03:00,Non-Peak Time,Yes,6,1
RD21380,International Terminal,4:21 AM,00:04:00,Non-Peak Time,Yes,7,2
RD21381,International Terminal,1:09 AM,00:02:00,Non-Peak Time,Yes,7,1
RD21382,International Terminal,11:02 AM,00:04:00,Non-Peak Time,Yes,6,1
RD21383,International Terminal,10:29 AM,00:04:00,Non-Peak Time,Yes,9,2
RD21384,International Terminal,7:11 PM,00:02:00,Non-Peak Time,No,6,0
RD21385,International Terminal,11:16 AM,00:04:00,Non-Peak Time,Yes,7,2
RD21386,International Terminal,1:50 PM,00:03:00,Non-Peak Time,Yes,6,1
RD21387,International Terminal,10:07 AM,00:04:00,Non-Peak Time,Yes,6,2
RD21388,International Terminal,10:10 AM,00:03:00,Non-Peak Time,Yes,7,1
RD21389,International Terminal,2:13 AM,00:02:00,Non-Peak Time,Yes,8,1
RD21390,International Terminal,6:31 PM,00:04:00,Non-Peak Time,Yes,7,1
RD21391,International Terminal,11:15 AM,00:02:00,Non-Peak Time,Yes,6,1
RD21392,International Terminal,12:19 PM,00:03:00,Non-Peak Time,Yes,6,1
RD21393,International Terminal,1:07 PM,00:02:00,Non-Peak Time,No,6,0
RD21394,International Terminal,10:13 AM,00:03:00,Non-Peak Time,No,7,0
RD21395,International Terminal,10:50 AM,00:03:00,Non-Peak Time,Yes,8,2
RD21396,International Terminal,6:13 PM,00:04:00,Non-Peak Time,Yes,8,1
RD21397,International Terminal,8:02 PM,00:04:00,Non-Peak Time,Yes,8,1
RD21398,International Terminal,2:59 AM,00:23:00,Peak Time,No,23,0
RD21399,International Terminal,12:24 AM,00:04:00,Peak Time,Yes,6,1
RD21400,International Terminal,10:40 AM,00:05:00,Peak Time,Yes,8,2
RD21401,International Terminal,12:49 PM,00:19:00,Peak Time,No,19,0
RD21402,International Terminal,1:18 PM,00:16:00,Peak Time,No,16,0
RD21403,International Terminal,5:06 AM,00:18:00,Peak Time,Yes,17,1
RD21404,International Terminal,7:44 PM,00:03:00,Peak Time,Yes,7,1
RD21405,International Terminal,5:52 AM,00:15:00,Peak Time,No,15,0
RD21406,International Terminal,5:33 AM,00:18:00,Peak Time,Yes,17,1
RD21407,International Terminal,10:24 AM,00:20:00,Peak Time,Yes,18,2
RD21408,International Terminal,9:27 PM,00:18:00,Peak Time,Yes,17,1
RD21409,International Terminal,9:04 PM,00:02:00,Peak Time,Yes,4,1
RD21410,International Terminal,10:06 AM,00:06:00,Peak Time,Yes,7,2
RD21411,International Terminal,1:15 AM,00:16:00,Peak Time,No,16,0
RD21412,International Terminal,12:01 PM,00:03:00,Peak Time,Yes,6,1
RD21413,International Terminal,3:26 AM,00:03:00,Peak Time,Yes,6,1
RD21414,International Terminal,8:53 PM,00:02:00,Peak Time,Yes,7,1
RD21415,International Terminal,11:06 AM,00:15:00,Peak Time,No,15,0
RD21416,International Terminal,6:39 PM,00:19:00,Peak Time,No,19,0
RD21417,International Terminal,9:26 PM,00:16:00,Peak Time,No,16,0
RD21418,International Terminal,1:29 AM,00:15:00,Peak Time,No,15,0
RD21419,International Terminal,3:23 AM,00:06:00,Peak Time,Yes,8,2
RD21420,International Terminal,12:48 PM,00:17:00,Peak Time,Yes,16,1
RD21421,International Terminal,11:25 AM,00:30:00,Peak Time,No,30,0
RD21422,International Terminal,2:22 AM,00:05:00,Peak Time,Yes,6,2
RD21423,International Terminal,1:38 PM,00:15:00,Peak Time,No,15,0
RD21424,International Terminal,4:12 AM,00:06:00,Peak Time,Yes,8,2
RD21425,International Terminal,6:12 PM,00:16:00,Peak Time,No,16,0
RD21426,International Terminal,2:03 AM,00:18:00,Peak Time,No,18,0
RD21427,International Terminal,11:07 AM,00:19:00,Peak Time,Yes,18,1
RD21428,International Terminal,12:42 PM,00:03:00,Peak Time,Yes,5,2
RD21429,International Terminal,5:43 AM,00:17:00,Peak Time,Yes,15,2
RD21430,International Terminal,12:44 PM,00:02:00,Non-Peak Time,Yes,8,1
RD21431,International Terminal,11:32 PM,00:04:00,Non-Peak Time,Yes,7,1
RD21432,International Terminal,12:15 AM,00:04:00,Non-Peak Time,Yes,6,1
RD21433,International Terminal,11:18 PM,00:04:00,Non-Peak Time,Yes,6,1
RD21434,International Terminal,9:32 PM,00:02:00,Non-Peak Time,No,9,0
RD21435,International Terminal,12:47 PM,00:02:00,Non-Peak Time,No,8,0
RD21436,International Terminal,6:29 PM,00:02:00,Non-Peak Time,Yes,4,1
RD21437,International Terminal,2:54 AM,00:02:00,Non-Peak Time,No,6,0
RD21438,International Terminal,1:48 PM,00:02:00,Non-Peak Time,Yes,6,1
RD21439,International Terminal,1:18 PM,00:05:00,Non-Peak Time,Yes,6,2
RD21440,International Terminal,11:33 AM,00:03:00,Non-Peak Time,Yes,6,1
RD21441,International Terminal,12:24 PM,00:05:00,Non-Peak Time,Yes,7,2
RD21442,International Terminal,12:56 PM,00:04:00,Non-Peak Time,Yes,7,1
RD21443,International Terminal,1:54 AM,00:03:00,Non-Peak Time,Yes,7,1
RD21444,International Terminal,10:17 AM,00:05:00,Non-Peak Time,Yes,7,2
RD21445,International Terminal,4:25 AM,00:02:00,Non-Peak Time,Yes,6,1
RD21446,International Terminal,8:50 PM,00:21:00,Peak Time,Yes,19,2
RD21447,International Terminal,11:52 AM,00:16:00,Peak Time,No,16,0
RD21448,International Terminal,1:01 PM,00:05:00,Non-Peak Time,Yes,5,2
RD21449,International Terminal,12:44 AM,00:19:00,Peak Time,No,19,0
RD21450,International Terminal,7:31 PM,00:02:00,Non-Peak Time,No,6,0
RD21451,International Terminal,3:23 AM,00:30:00,Peak Time,No,30,0
RD21452,International Terminal,10:43 AM,00:17:00,Peak Time,No,17,0
RD21453,International Terminal,3:01 AM,00:19:00,Peak Time,Yes,18,1
RD21454,International Terminal,1:15 PM,00:03:00,Non-Peak Time,No,8,0
RD21455,International Terminal,12:30 AM,00:02:00,Non-Peak Time,Yes,7,1
RD21456,International Terminal,1:22 AM,00:23:00,Peak Time,No,23,0
RD21457,International Terminal,8:59 PM,00:03:00,Non-Peak Time,Yes,6,2
RD21458,International Terminal,11:42 PM,00:02:00,Non-Peak Time,No,5,0
RD21459,International Terminal,7:39 PM,00:18:00,Peak Time,Yes,17,1
RD21460,International Terminal,4:37 AM,00:17:00,Peak Time,No,17,0
RD21461,International Terminal,8:33 PM,00:05:00,Peak Time,Yes,8,2
RD21462,International Terminal,2:57 AM,00:17:00,Peak Time,Yes,16,1
RD21463,International Terminal,10:41 AM,00:15:00,Peak Time,No,15,0
RD21464,International Terminal,5:17 AM,00:03:00,Non-Peak Time,Yes,7,1
RD21465,International Terminal,7:45 PM,00:16:00,Peak Time,No,16,0
RD21466,International Terminal,12:59 PM,00:04:00,Non-Peak Time,Yes,6,1
RD21467,International Terminal,8:39 PM,00:15:00,Peak Time,No,15,0
RD21468,International Terminal,2:59 AM,00:03:00,Non-Peak Time,Yes,9,1
RD21469,International Terminal,10:10 AM,00:05:00,Peak Time,Yes,8,1
RD21470,International Terminal,9:11 PM,00:05:00,Peak Time,Yes,8,2
RD21471,International Terminal,1:30 PM,00:18:00,Peak Time,Yes,17,1
RD21472,International Terminal,4:43 AM,00:04:00,Non-Peak Time,No,8,0
RD21473,International Terminal,11:48 PM,00:17:00,Peak Time,Yes,15,2
RD21474,International Terminal,12:19 PM,00:20:00,Peak Time,Yes,19,1
RD21475,International Terminal,11:18 PM,00:15:00,Peak Time,No,15,0
RD21476,International Terminal,12:47 AM,00:16:00,Peak Time,Yes,15,1
RD21477,International Terminal,3:03 AM,00:18:00,Peak Time,Yes,17,1
RD21478,International Terminal,4:55 AM,00:02:00,Non-Peak Time,Yes,8,1
RD21479,International Terminal,1:03 PM,00:20:00,Peak Time,Yes,18,2
RD21480,International Terminal,8:53 PM,00:04:00,Non-Peak Time,Yes,6,1
RD21481,International Terminal,3:27 AM,00:02:00,Non-Peak Time,No,6,0
RD21482,International Terminal,1:54 AM,00:02:00,Non-Peak Time,Yes,7,1
RD21483,International Terminal,1:11 PM,00:04:00,Non-Peak Time,Yes,7,1
RD21484,International Terminal,6:47 PM,00:03:00,Non-Peak Time,Yes,6,1
RD21485,International Terminal,6:12 PM,00:03:00,Non-Peak Time,Yes,7,2
RD21486,International Terminal,12:04 PM,00:04:00,Non-Peak Time,No,7,0
RD21487,International Terminal,11:51 PM,00:04:00,Non-Peak Time,No,8,0
RD21488,International Terminal,12:52 AM,00:05:00,Non-Peak Time,Yes,6,2
RD21489,International Terminal,8:42 PM,00:03:00,Non-Peak Time,No,7,0
RD21490,International Terminal,6:08 PM,00:04:00,Non-Peak Time,Yes,6,2
RD21491,International Terminal,1:37 PM,00:05:00,Non-Peak Time,Yes,7,2
RD21492,International Terminal,9:17 PM,00:04:00,Non-Peak Time,Yes,7,2
RD21493,International Terminal,11:08 PM,00:05:00,Non-Peak Time,Yes,6,2
RD21494,International Terminal,11:26 AM,00:05:00,Non-Peak Time,Yes,6,2
RD21495,International Terminal,11:56 AM,00:05:00,Non-Peak Time,Yes,8,2
RD21496,International Terminal,2:59 AM,00:02:00,Non-Peak Time,Yes,6,1
RD21497,International Terminal,12:38 PM,00:02:00,Non-Peak Time,Yes,7,1
RD21498,International Terminal,12:36 PM,00:02:00,Non-Peak Time,Yes,4,1
RD21499,International Terminal,11:20 AM,00:04:00,Non-Peak Time,Yes,4,2
RD21500,International Terminal,1:01 PM,00:03:00,Non-Peak Time,No,6,0
RD21501,International Terminal,7:59 PM,00:03:00,Non-Peak Time,Yes,8,1
RD21502,International Terminal,4:37 AM,00:05:00,Non-Peak Time,Yes,7,2
RD21503,International Terminal,5:07 AM,00:03:00,Non-Peak Time,Yes,3,2
RD21504,International Terminal,7:44 PM,00:04:00,Non-Peak Time,Yes,6,2
RD21505,International Terminal,1:34 PM,00:04:00,Non-Peak Time,Yes,7,2
RD21506,International Terminal,8:41 PM,00:05:00,Non-Peak Time,Yes,6,2
RD21507,International Terminal,5:22 AM,00:03:00,Non-Peak Time,No,5,0
RD21508,International Terminal,2:18 AM,00:05:00,Non-Peak Time,Yes,7,2
RD21509,International Terminal,11:11 PM,00:02:00,Non-Peak Time,No,6,0
RD21510,International Terminal,1:08 PM,00:02:00,Non-Peak Time,Yes,8,1
RD21511,International Terminal,9:13 PM,00:05:00,Non-Peak Time,Yes,7,2
RD21512,International Terminal,11:52 PM,00:04:00,Peak Time,Yes,8,2
RD21513,International Terminal,3:02 AM,00:05:00,Peak Time,Yes,7,2
RD21514,International Terminal,10:55 AM,00:04:00,Peak Time,Yes,7,1
RD21515,International Terminal,10:11 AM,00:15:00,Peak Time,No,15,0
RD21516,International Terminal,11:50 AM,00:04:00,Peak Time,Yes,7,1
RD21517,International Terminal,6:37 PM,00:04:00,Peak Time,Yes,5,2
RD21518,International Terminal,3:33 AM,00:20:00,Peak Time,Yes,19,1
RD21519,International Terminal,12:28 AM,00:03:00,Peak Time,Yes,5,2
RD21520,International Terminal,12:21 PM,00:17:00,Peak Time,No,17,0
RD21521,International Terminal,1:40 PM,00:23:00,Peak Time,No,23,0
RD21522,International Terminal,2:29 AM,00:19:00,Peak Time,Yes,17,2
RD21523,International Terminal,10:28 AM,00:19:00,Peak Time,Yes,17,2
RD21524,International Terminal,7:20 PM,00:02:00,Peak Time,Yes,8,1
RD21525,International Terminal,5:43 AM,00:19:00,Peak Time,Yes,18,1
RD21526,International Terminal,3:41 AM,00:15:00,Peak Time,No,15,0
RD21527,International Terminal,5:15 AM,00:18:00,Peak Time,No,18,0
RD21528,International Terminal,8:43 PM,00:18:00,Peak Time,Yes,17,1
RD21529,International Terminal,3:17 AM,00:05:00,Peak Time,Yes,7,2
RD21530,International Terminal,1:47 PM,00:04:00,Peak Time,Yes,4,2
RD21531,International Terminal,10:24 AM,00:02:00,Peak Time,Yes,3,1
RD21532,International Terminal,12:51 PM,00:21:00,Peak Time,Yes,19,2
RD21533,International Terminal,7:58 PM,00:30:00,Peak Time,No,30,0
RD21534,International Terminal,1:48 PM,00:04:00,Peak Time,Yes,6,1
RD21535,International Terminal,11:55 AM,00:30:00,Peak Time,No,30,0
RD21536,International Terminal,12:25 AM,00:18:00,Peak Time,No,18,0
RD21537,International Terminal,9:01 PM,00:17:00,Peak Time,Yes,15,2
RD21538,International Terminal,12:25 PM,00:03:00,Peak Time,Yes,5,2
RD21539,International Terminal,9:16 PM,00:18:00,Peak Time,No,18,0
RD21540,International Terminal,12:11 PM,00:17:00,Peak Time,Yes,15,2
RD21541,International Terminal,8:21 PM,00:04:00,Peak Time,Yes,6,1
RD21542,International Terminal,1:03 PM,00:21:00,Peak Time,Yes,19,2
RD21543,International Terminal,8:22 PM,00:17:00,Peak Time,No,17,0
RD21544,International Terminal,10:10 AM,00:04:00,Non-Peak Time,No,6,0
RD21545,International Terminal,6:50 PM,00:04:00,Non-Peak Time,Yes,7,1
RD21546,International Terminal,4:36 AM,00:21:00,Peak Time,Yes,19,2
RD21547,International Terminal,10:05 AM,00:04:00,Non-Peak Time,No,8,0
RD21548,International Terminal,4:47 AM,00:04:00,Non-Peak Time,Yes,9,1
RD21549,International Terminal,11:59 AM,00:05:00,Non-Peak Time,Yes,6,2
RD21550,International Terminal,1:18 PM,00:03:00,Non-Peak Time,Yes,5,2
RD21551,International Terminal,9:59 PM,00:03:00,Non-Peak Time,Yes,9,2
RD21552,International Terminal,1:47 PM,00:05:00,Non-Peak Time,Yes,7,2
RD21553,International Terminal,11:28 AM,00:04:00,Non-Peak Time,No,7,0
RD21554,International Terminal,11:26 PM,00:04:00,Non-Peak Time,No,6,0
RD21555,International Terminal,11:16 AM,00:04:00,Non-Peak Time,No,6,0
RD21556,International Terminal,12:05 PM,00:02:00,Non-Peak Time,Yes,7,1
RD21557,International Terminal,1:54 AM,00:05:00,Non-Peak Time,Yes,8,2
RD21558,International Terminal,8:38 PM,00:03:00,Non-Peak Time,Yes,9,1
RD21559,International Terminal,8:10 PM,00:02:00,Peak Time,Yes,7,1
RD21560,International Terminal,2:08 AM,00:04:00,Non-Peak Time,Yes,7,1
RD21561,International Terminal,12:44 PM,00:06:00,Peak Time,Yes,8,2
RD21562,International Terminal,10:37 AM,00:19:00,Peak Time,No,19,0
RD21563,International Terminal,5:26 AM,00:20:00,Peak Time,Yes,19,1
RD21564,International Terminal,6:27 PM,00:17:00,Peak Time,No,17,0
RD21565,International Terminal,12:16 PM,00:17:00,Peak Time,Yes,15,2
RD21566,International Terminal,8:36 PM,00:30:00,Peak Time,No,30,0
RD21567,International Terminal,11:53 AM,00:04:00,Peak Time,Yes,9,2
RD21568,International Terminal,11:59 AM,00:03:00,Non-Peak Time,Yes,4,2
RD21569,International Terminal,10:54 AM,00:05:00,Peak Time,Yes,7,2
RD21570,International Terminal,11:20 AM,00:17:00,Peak Time,No,17,0
RD21571,International Terminal,10:02 AM,00:18:00,Peak Time,Yes,17,1
RD21572,International Terminal,10:19 AM,00:05:00,Non-Peak Time,Yes,6,2
RD21573,International Terminal,12:05 AM,00:03:00,Non-Peak Time,Yes,6,1
RD21574,International Terminal,7:39 PM,00:18:00,Peak Time,Yes,16,2
RD21575,International Terminal,10:48 AM,00:03:00,Peak Time,Yes,6,1
RD21576,International Terminal,10:18 AM,00:17:00,Peak Time,Yes,15,2
RD21577,International Terminal,1:31 PM,00:20:00,Peak Time,Yes,19,1
RD21578,International Terminal,7:34 PM,00:04:00,Peak Time,Yes,9,2
RD21579,International Terminal,1:55 PM,00:03:00,Non-Peak Time,Yes,8,1
RD21580,International Terminal,6:20 PM,00:04:00,Non-Peak Time,No,8,0
RD21581,International Terminal,4:21 AM,00:19:00,Peak Time,Yes,18,1
RD21582,International Terminal,11:52 PM,00:17:00,Peak Time,Yes,15,2
RD21583,International Terminal,10:56 AM,00:04:00,Non-Peak Time,Yes,7,2
RD21584,International Terminal,12:32 PM,00:20:00,Peak Time,Yes,18,2
RD21585,International Terminal,10:18 AM,00:04:00,Non-Peak Time,Yes,7,1
RD21586,International Terminal,8:22 PM,00:16:00,Peak Time,Yes,15,1
RD21587,International Terminal,12:43 PM,00:04:00,Non-Peak Time,Yes,7,2
RD21588,International Terminal,6:12 PM,00:16:00,Peak Time,No,16,0
RD21589,International Terminal,9:08 PM,00:16:00,Peak Time,No,16,0
RD21590,International Terminal,5:27 AM,00:23:00,Peak Time,No,23,0
RD21591,International Terminal,10:45 AM,00:04:00,Non-Peak Time,Yes,7,1
RD21592,International Terminal,4:35 AM,00:17:00,Peak Time,No,17,0
RD21593,International Terminal,10:47 AM,00:04:00,Non-Peak Time,Yes,6,1
RD21594,International Terminal,1:13 PM,00:19:00,Peak Time,No,19,0
RD21595,International Terminal,6:56 PM,00:05:00,Non-Peak Time,Yes,7,2
RD21596,International Terminal,6:29 PM,00:04:00,Peak Time,Yes,6,2
RD21597,International Terminal,9:30 PM,00:16:00,Peak Time,Yes,15,1
RD21598,International Terminal,8:06 PM,00:04:00,Non-Peak Time,Yes,7,2
RD21599,International Terminal,2:47 AM,00:02:00,Non-Peak Time,Yes,3,1
RD21600,International Terminal,7:01 PM,00:05:00,Non-Peak Time,Yes,6,2
RD21601,International Terminal,4:47 AM,00:04:00,Non-Peak Time,Yes,7,1
RD21602,International Terminal,10:48 AM,00:03:00,Non-Peak Time,Yes,5,1
RD21603,International Terminal,1:15 PM,00:02:00,Non-Peak Time,No,6,0
RD21604,International Terminal,3:14 AM,00:02:00,Non-Peak Time,Yes,7,1
RD21605,International Terminal,11:41 PM,00:03:00,Non-Peak Time,No,8,0
RD21606,International Terminal,10:23 AM,00:04:00,Non-Peak Time,Yes,8,2
RD21607,International Terminal,10:21 AM,00:03:00,Non-Peak Time,Yes,6,1
RD21608,International Terminal,12:51 PM,00:02:00,Non-Peak Time,No,7,0
RD21609,International Terminal,1:04 PM,00:03:00,Non-Peak Time,Yes,5,1
RD21610,International Terminal,9:47 PM,00:04:00,Non-Peak Time,Yes,4,2
RD21611,International Terminal,12:53 PM,00:03:00,Non-Peak Time,Yes,7,1
RD21612,International Terminal,1:04 PM,00:03:00,Non-Peak Time,No,8,0
RD21613,International Terminal,11:10 AM,00:04:00,Non-Peak Time,Yes,9,1
RD21614,International Terminal,6:14 PM,00:04:00,Non-Peak Time,Yes,6,1
RD21615,International Terminal,4:39 AM,00:04:00,Non-Peak Time,Yes,8,1
RD21616,International Terminal,7:23 PM,00:04:00,Non-Peak Time,Yes,8,1
RD21617,Pickup Zones,1:55 AM,00:08:00,Non-Peak Time,Yes,7,4
RD21618,Pickup Zones,10:16 AM,00:06:00,Non-Peak Time,No,6,0
RD21619,Pickup Zones,11:19 AM,00:07:00,Non-Peak Time,Yes,7,4
RD21620,Pickup Zones,8:55 PM,00:08:00,Non-Peak Time,Yes,7,5
RD21621,Pickup Zones,1:36 PM,00:06:00,Non-Peak Time,Yes,7,3
RD21622,Pickup Zones,12:23 PM,00:08:00,Non-Peak Time,Yes,6,5
RD21623,Pickup Zones,12:00 PM,00:08:00,Non-Peak Time,Yes,6,5
RD21624,Pickup Zones,1:34 AM,00:06:00,Non-Peak Time,Yes,6,3
RD21625,Pickup Zones,10:41 AM,00:06:00,Non-Peak Time,No,6,0
RD21626,Pickup Zones,10:40 AM,00:06:00,Non-Peak Time,No,6,0
RD21627,Pickup Zones,4:24 AM,00:07:00,Non-Peak Time,No,7,0
RD21628,Pickup Zones,10:39 AM,00:06:00,Non-Peak Time,Yes,7,3
RD21629,Pickup Zones,10:50 AM,00:08:00,Non-Peak Time,Yes,7,5
RD21630,Pickup Zones,8:17 PM,00:07:00,Non-Peak Time,No,7,0
RD21631,Pickup Zones,6:58 PM,00:07:00,Non-Peak Time,Yes,7,4
RD21632,Pickup Zones,1:49 PM,00:07:00,Non-Peak Time,Yes,6,4
RD21633,Pickup Zones,8:07 PM,00:06:00,Non-Peak Time,No,6,0
RD21634,Pickup Zones,6:26 PM,00:07:00,Peak Time,Yes,8,3
RD21635,Pickup Zones,5:04 AM,00:05:00,Peak Time,Yes,7,3
RD21636,Pickup Zones,2:28 AM,00:20:00,Peak Time,Yes,15,5
RD21637,Pickup Zones,12:32 PM,00:04:00,Peak Time,Yes,6,3
RD21638,Pickup Zones,11:26 AM,00:19:00,Peak Time,Yes,15,4
RD21639,Pickup Zones,11:40 AM,00:23:00,Peak Time,No,23,0
RD21640,Pickup Zones,2:33 AM,00:24:00,Peak Time,Yes,19,5
RD21641,Pickup Zones,2:50 AM,00:20:00,Peak Time,Yes,15,5
RD21642,Pickup Zones,5:34 AM,00:27:00,Peak Time,Yes,22,5
RD21643,Pickup Zones,2:29 AM,00:20:00,Peak Time,Yes,17,3
RD21644,Pickup Zones,1:23 AM,00:30:00,Peak Time,No,30,0
RD21645,Pickup Zones,2:52 AM,00:04:00,Peak Time,Yes,5,3
RD21646,Pickup Zones,1:02 PM,00:15:00,Peak Time,No,15,0
RD21647,Pickup Zones,1:04 AM,00:24:00,Peak Time,No,24,0
RD21648,Pickup Zones,3:05 AM,00:09:00,Peak Time,Yes,8,5
RD21649,Pickup Zones,11:13 PM,00:20:00,Peak Time,No,20,0
RD21650,Pickup Zones,8:24 PM,00:26:00,Peak Time,Yes,23,3
RD21651,Pickup Zones,6:00 PM,00:24:00,Peak Time,Yes,19,5
RD21652,Pickup Zones,12:19 AM,00:25:00,Peak Time,Yes,21,4
RD21653,Pickup Zones,9:58 PM,00:07:00,Peak Time,Yes,7,4
RD21654,Pickup Zones,7:52 PM,00:07:00,Peak Time,Yes,7,5
RD21655,Pickup Zones,2:27 AM,00:28:00,Peak Time,No,28,0
RD21656,Pickup Zones,12:03 PM,00:06:00,Peak Time,Yes,6,5
RD21657,Pickup Zones,11:22 AM,00:07:00,Peak Time,Yes,8,5
RD21658,Pickup Zones,9:50 PM,00:24:00,Peak Time,Yes,19,5
RD21659,Pickup Zones,5:28 AM,00:15:00,Peak Time,No,15,0
RD21660,Pickup Zones,10:07 AM,00:24:00,Peak Time,Yes,20,4
RD21661,Pickup Zones,6:12 PM,00:19:00,Peak Time,No,19,0
RD21662,Pickup Zones,1:47 PM,00:09:00,Peak Time,Yes,6,5
RD21663,Pickup Zones,12:06 PM,00:20:00,Peak Time,No,20,0
RD21664,Pickup Zones,5:38 AM,00:25:00,Peak Time,Yes,21,4
RD21665,Pickup Zones,10:53 AM,00:16:00,Peak Time,No,16,0
RD21666,Pickup Zones,2:10 AM,00:16:00,Peak Time,No,16,0
RD21667,Pickup Zones,6:04 PM,00:28:00,Peak Time,No,28,0
RD21668,Pickup Zones,3:12 AM,00:08:00,Non-Peak Time,Yes,9,5
RD21669,Pickup Zones,7:24 PM,00:07:00,Non-Peak Time,Yes,5,4
RD21670,Pickup Zones,8:03 PM,00:08:00,Non-Peak Time,Yes,6,5
RD21671,Pickup Zones,12:43 PM,00:08:00,Non-Peak Time,Yes,7,5
RD21672,Pickup Zones,12:41 PM,00:08:00,Non-Peak Time,Yes,6,5
RD21673,Pickup Zones,2:19 AM,00:07:00,Non-Peak Time,No,7,0
RD21674,Pickup Zones,5:24 AM,00:07:00,Non-Peak Time,Yes,8,3
RD21675,Pickup Zones,10:09 AM,00:08:00,Non-Peak Time,Yes,6,5
RD21676,Pickup Zones,11:04 AM,00:07:00,Non-Peak Time,Yes,8,4
RD21677,Pickup Zones,12:01 PM,00:06:00,Non-Peak Time,Yes,7,3
RD21678,Pickup Zones,3:05 AM,00:06:00,Non-Peak Time,Yes,8,3
RD21679,Pickup Zones,10:25 AM,00:06:00,Non-Peak Time,No,6,0
RD21680,Pickup Zones,11:00 AM,00:07:00,Non-Peak Time,Yes,8,4
RD21681,Pickup Zones,11:33 AM,00:08:00,Non-Peak Time,Yes,8,4
RD21682,Pickup Zones,1:27 AM,00:07:00,Non-Peak Time,Yes,7,3
RD21683,Pickup Zones,8:37 PM,00:17:00,Peak Time,No,17,0
RD21684,Pickup Zones,11:57 PM,00:16:00,Peak Time,No,16,0
RD21685,Pickup Zones,11:50 AM,00:08:00,Non-Peak Time,Yes,6,5
RD21686,Pickup Zones,8:47 PM,00:07:00,Peak Time,Yes,7,5
RD21687,Pickup Zones,2:58 AM,00:28:00,Peak Time,Yes,24,4
RD21688,Pickup Zones,1:09 PM,00:20:00,Peak Time,No,20,0
RD21689,Pickup Zones,10:42 AM,00:07:00,Non-Peak Time,Yes,6,4
RD21690,Pickup Zones,1:27 AM,00:05:00,Peak Time,Yes,8,4
RD21691,Pickup Zones,8:53 PM,00:21:00,Peak Time,Yes,17,4
RD21692,Pickup Zones,11:38 PM,00:20:00,Peak Time,No,20,0
RD21693,Pickup Zones,2:45 AM,00:07:00,Non-Peak Time,Yes,6,4
RD21694,Pickup Zones,2:53 AM,00:08:00,Non-Peak Time,Yes,7,5
RD21695,Pickup Zones,9:15 PM,00:19:00,Peak Time,No,19,0
RD21696,Pickup Zones,10:44 AM,00:06:00,Non-Peak Time,Yes,6,3
RD21697,Pickup Zones,12:22 AM,00:06:00,Non-Peak Time,Yes,7,3
RD21698,Pickup Zones,3:25 AM,00:22:00,Peak Time,Yes,19,3
RD21699,Pickup Zones,10:40 AM,00:18:00,Peak Time,Yes,15,3
RD21700,Pickup Zones,10:54 AM,00:24:00,Peak Time,Yes,21,3
RD21701,Pickup Zones,10:30 AM,00:20:00,Peak Time,Yes,17,3
RD21702,Pickup Zones,11:39 AM,00:28:00,Peak Time,Yes,24,4
RD21703,Pickup Zones,3:41 AM,00:08:00,Peak Time,Yes,6,4
RD21704,Pickup Zones,11:18 PM,00:23:00,Peak Time,No,23,0
RD21705,Pickup Zones,12:41 AM,00:06:00,Peak Time,Yes,7,3
RD21706,Pickup Zones,10:22 AM,00:27:00,Peak Time,Yes,22,5
RD21707,Pickup Zones,1:54 PM,00:08:00,Non-Peak Time,Yes,5,5
RD21708,Pickup Zones,3:25 AM,00:28:00,Peak Time,No,28,0
RD21709,Pickup Zones,5:00 AM,00:21:00,Peak Time,Yes,16,5
RD21710,Pickup Zones,6:08 PM,00:21:00,Peak Time,No,21,0
RD21711,Pickup Zones,12:29 PM,00:07:00,Non-Peak Time,Yes,6,4
